product_rating,delivery_duration,used_offer
-1.435951810629374,-0.9343526145923488,0
0.8502369664706467,1.462074220440268,0
0.21288480751610084,0.32692751797920805,0
0.17298177019923816,-0.0570038761736766,1
0.1704940422707915,-1.5845803101728586,1
0.12884303038476347,-0.5565418286183674,1
0.8286498079576687,1.1144736368623513,0
-0.1943958262139707,-1.9362996080103818,1
-1.4493002440195968,-0.5446949637493179,0
-0.36868372554784534,-0.1680270120081309,0
1.2956311365689648,-0.26192854875539207,1
0.8093211940610381,0.07080894994367816,1
1.5993357361803375,-0.9826061755867819,1
0.03266079521291382,0.4707250700042328,0
2.1189690160480783,2.1022375844594547,1
0.17924142887598687,-0.7347935437379244,1
-1.3264986045513654,1.9618680884638624,0
2.3287694017197436,-0.3012142971160155,1
-0.34576915456821333,1.441827644640179,0
0.1491996049185185,0.4243021237978437,0
0.9982092265883188,-0.639355122779535,1
-0.4764741814699805,1.1088101942818132,0
-0.10858706707631166,1.2473541682086897,0
-0.5777428259789399,2.0937755040032973,0
-0.6601456585175496,-1.0989342965088804,1
0.9770975183562791,-0.622891276800712,1
1.0141397349233254,-0.14467329074039603,1
1.320782613816894,-0.9537834736301618,1
0.07745430396276531,0.06329298703368179,1
0.5513434584311584,0.57589317728207,0
-0.7245278194220468,0.2556235972661921,0
1.814261022064138,1.8832077244147398,0
1.3185399759847825,-1.1888250028050298,1
1.4610454581177013,-0.8720033781065163,1
0.8153740264620057,0.9291533490963146,0
0.7235293100334554,-1.0351043742644792,1
-0.4872246467464765,1.0611930763160047,0
0.9439313915966849,0.570073042708974,1
2.728144932262282,1.4108031535451588,1
-0.19579266399054923,-0.3658710264001634,1
0.11739499351058402,0.5517360821971782,0
0.8136520235088296,-2.0502265191951525,1
0.36055648176120014,-1.6116586875945949,1
-1.7897185400423512,-1.4418290934888005,0
1.7505907558714626,-2.2289993755473816,1
-0.2285606851708989,-1.4022575103983252,1
1.145001159078891,0.02678161352698641,1
1.0738063880011897,-0.47322507473515446,1
1.6811361026298206,0.8172750190643918,1
1.9542880053853426,0.14487178063587144,1
0.14354603601226867,2.1346132753358384,0
1.548541206788526,1.1795982353582055,1
-0.05598440362885748,1.1250635092580428,0
-1.3381703009108663,2.84858345469223,0
0.4808341373334494,1.3282456299862488,0
0.6830246616932869,0.8716552041627821,0
1.8361159772465434,0.839461684954233,1
1.8545159639834063,0.40374615830962246,1
1.4372389700022936,2.0885061908276414,0
1.2678486147734733,0.5406936441916819,1
0.5719764933194093,1.7423675455755891,0
1.5365706679871902,-0.09932467515980237,1
0.9489301317176904,0.2833544426227771,1
0.7894818518317364,0.41267070664567684,1
2.661513780329484,0.220535648623583,1
3.498246828465401,2.423193448709732,1
0.9875530004101251,1.265182980700076,0
1.5407203926256028,3.0265089264624483,0
0.4182308204196219,0.47238846441259436,0
1.7093989232132514,2.0319983134986637,0
2.186423963563872,-0.19164274215351684,1
2.633582293394891,1.3967149436562147,1
2.833688937038698,-0.6040769724762919,1
0.6795701099504852,-0.10698833878222203,1
2.840847398149139,2.016682503311837,1
2.064410619049879,1.9173990765120932,1
1.08576805890685,1.935432839072146,0
0.8278648841813298,1.5136198556143894,0
1.6786283174151087,-0.8537075127397487,1
-0.5542527960675492,2.22004645590086,0
1.464710620455957,1.6557871159986468,0
2.0408260695077116,1.6337856517234814,1
1.033692829708587,1.1682464258348069,0
2.0255089552719587,1.4265668687171413,1
1.533323931117134,2.5041314029792052,0
1.6232941192538493,2.498279230669066,0
-0.1869336558209016,0.7122434138694946,0
2.884718869509954,1.4918948826522749,1
0.47450140157764165,1.4696800204095322,0
2.6658850942028938,1.3169777807760221,1
0.45797052726345044,-0.16337577330678532,1
3.1202826732967974,1.5317994419263354,1
1.1152311217529147,3.409968912675425,0
2.2964216422550288,1.4694439547143974,1
1.4998115338750602,2.165418338308055,0
2.011121463434489,2.4486932491745232,0
1.2225562596934192,0.8533154411983808,1
0.9594290759788404,1.6376102584366499,0
0.3325563628636632,1.204550573968945,0
2.965024152022427,0.6381748591586067,1
2.079852232282767,0.9663095207246093,1
3.163258953917061,0.9184949174418537,1
2.4580098142016933,1.6432443030041073,1
1.7273240185984005,2.428542784713691,0
0.4206474269742664,0.8645394717692052,0
0.193676126848908,0.6446191846999405,0
1.2706027541935532,-0.012194670320574863,1
1.9286972300994212,1.4245367706874297,1
0.33436827221243304,2.5530596751632353,0
1.0830655568175755,2.6992780720121683,0
0.9120351013359532,1.2699405888421094,0
3.3351487238653448,0.8525187565746857,1
1.1204961463970986,0.8614990364017769,1
1.2203829550209755,2.3581053580929905,0
1.1996629543781347,1.752126349050317,0
0.8731824603668386,2.6306690568099023,0
0.1843627923399911,0.3474323831786241,0
2.145790482001055,2.1816010854291203,0
0.015999258402559224,0.5709519419483622,0
0.6420096012330382,0.9865144578238255,0
0.48650528253353675,1.9249877566704423,0
2.590066837074983,-1.2937585028394383,1
1.097345841395611,1.3238104988552657,0
0.500727712891291,-0.11589118766790274,1
1.592528022651907,3.0383051203902784,0
2.4538387226207474,0.6484354721159489,1
0.17207001298916613,2.743375323082204,0
1.2483575774520408,2.9186230869253853,0
-0.07934764220474566,1.3739606414819623,0
0.4200108713908013,2.1076244328989917,0
1.5672354073516956,0.054720190427107296,1
0.835733587778581,0.7171118118195967,1
